Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Sub-Saharan Africa,SSF,19.4778795595818,20.5972091867394,24.0912316955305,24.7640985545461,26.5812407814129,26.6166370237832,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Sub-Saharan Africa (excluding high income),SSA,19.4864125957529,20.6102003880082,24.1106091866464,24.7830027121794,26.6015133381539,26.6374474267553,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,19.4778795595818,20.5972091867394,24.0912316955305,24.7640985545461,26.5812407814129,26.6166370237832,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Upper middle income,UMC,24.6584600941355,25.7451202967844,23.6226868462347,23.6942631971113,24.669619665,25.5438373107998,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,World,WLD,19.3620390501181,18.3331548724724,20.9015364054271,21.7103458442356,22.4072584526013,22.8544560815979,..,..,..,..,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 12/22/2022,,,,,,,,,,,,,,,
